Source Well, Destination Well,Transfer Volume
A1,C3,12500
A1,D3,12500
A1,E3,12500
A1,F3,12500
A1,C4,12500
A1,D4,12500
A1,E4,12500
A1,F4,12500
A1,C5,12500
A1,D5,12500
A1,E5,12500
A1,F5,12500
A1,C6,12500
A1,D6,12500
A1,E6,12500
A1,F6,12500
A1,C7,12500
A1,D7,12500
A2,C3,9200
A2,D3,9200
A2,E3,9200
A2,F3,9200
A2,C4,9200
A2,D4,9200
A2,E4,9200
A2,F4,9200
A2,C5,9200
A2,D5,9200
A2,E5,9200
A2,F5,9200
A2,C6,9200
A2,D6,9200
A2,E6,9200
A2,F6,9200
A2,C7,9200
A2,D7,9200
